수집시각,장소명,예측시각,예측혼잡도
2026-05-04 02:14,홍대 관광특구,2026-05-04 19:00,보통
2026-05-04 02:14,홍대 관광특구,2026-05-04 20:00,보통
2026-05-04 02:14,홍대 관광특구,2026-05-04 21:00,보통
2026-05-04 02:14,홍대 관광특구,2026-05-04 22:00,여유
2026-05-04 02:14,홍대 관광특구,2026-05-04 23:00,여유
2026-05-04 02:14,경복궁,2026-05-04 12:00,약간 붐빔
2026-05-04 02:14,경복궁,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,경복궁,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,경복궁,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,경복궁,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,경복궁,2026-05-04 17:00,보통
2026-05-04 02:14,경복궁,2026-05-04 18:00,보통
2026-05-04 02:14,경복궁,2026-05-04 19:00,여유
2026-05-04 02:14,경복궁,2026-05-04 20:00,여유
2026-05-04 02:14,경복궁,2026-05-04 21:00,여유
2026-05-04 02:14,경복궁,2026-05-04 22:00,여유
2026-05-04 02:14,경복궁,2026-05-04 23:00,여유
2026-05-04 02:14,광화문·덕수궁,2026-05-04 12:00,약간 붐빔
2026-05-04 02:14,광화문·덕수궁,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,광화문·덕수궁,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,광화문·덕수궁,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,광화문·덕수궁,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,광화문·덕수궁,2026-05-04 17:00,보통
2026-05-04 02:14,광화문·덕수궁,2026-05-04 18:00,보통
2026-05-04 02:14,광화문·덕수궁,2026-05-04 19:00,보통
2026-05-04 02:14,광화문·덕수궁,2026-05-04 20:00,여유
2026-05-04 02:14,광화문·덕수궁,2026-05-04 21:00,여유
2026-05-04 02:14,광화문·덕수궁,2026-05-04 22:00,여유
2026-05-04 02:14,광화문·덕수궁,2026-05-04 23:00,여유
2026-05-04 02:14,보신각,2026-05-04 12:00,약간 붐빔
2026-05-04 02:14,보신각,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,보신각,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,보신각,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,보신각,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,보신각,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,보신각,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,보신각,2026-05-04 19:00,보통
2026-05-04 02:14,보신각,2026-05-04 20:00,여유
2026-05-04 02:14,보신각,2026-05-04 21:00,여유
2026-05-04 02:14,보신각,2026-05-04 22:00,여유
2026-05-04 02:14,보신각,2026-05-04 23:00,여유
2026-05-04 02:14,서울 암사동 유적,2026-05-04 12:00,보통
2026-05-04 02:14,서울 암사동 유적,2026-05-04 13:00,보통
2026-05-04 02:14,서울 암사동 유적,2026-05-04 14:00,보통
2026-05-04 02:14,서울 암사동 유적,2026-05-04 15:00,여유
2026-05-04 02:14,서울 암사동 유적,2026-05-04 16:00,여유
2026-05-04 02:14,서울 암사동 유적,2026-05-04 17:00,여유
2026-05-04 02:14,서울 암사동 유적,2026-05-04 18:00,여유
2026-05-04 02:14,서울 암사동 유적,2026-05-04 19:00,여유
2026-05-04 02:14,서울 암사동 유적,2026-05-04 20:00,여유
2026-05-04 02:14,서울 암사동 유적,2026-05-04 21:00,여유
2026-05-04 02:14,서울 암사동 유적,2026-05-04 22:00,여유
2026-05-04 02:14,서울 암사동 유적,2026-05-04 23:00,여유
2026-05-04 02:14,창덕궁·종묘,2026-05-04 12:00,보통
2026-05-04 02:14,창덕궁·종묘,2026-05-04 13:00,보통
2026-05-04 02:14,창덕궁·종묘,2026-05-04 14:00,보통
2026-05-04 02:14,창덕궁·종묘,2026-05-04 15:00,보통
2026-05-04 02:14,창덕궁·종묘,2026-05-04 16:00,보통
2026-05-04 02:14,창덕궁·종묘,2026-05-04 17:00,보통
2026-05-04 02:14,창덕궁·종묘,2026-05-04 18:00,보통
2026-05-04 02:14,창덕궁·종묘,2026-05-04 19:00,여유
2026-05-04 02:14,창덕궁·종묘,2026-05-04 20:00,여유
2026-05-04 02:14,창덕궁·종묘,2026-05-04 21:00,여유
2026-05-04 02:14,창덕궁·종묘,2026-05-04 22:00,여유
2026-05-04 02:14,창덕궁·종묘,2026-05-04 23:00,여유
2026-05-04 02:14,가산디지털단지역,2026-05-04 12:00,보통
2026-05-04 02:14,가산디지털단지역,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,가산디지털단지역,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,가산디지털단지역,2026-05-04 15:00,보통
2026-05-04 02:14,가산디지털단지역,2026-05-04 16:00,보통
2026-05-04 02:14,가산디지털단지역,2026-05-04 17:00,보통
2026-05-04 02:14,가산디지털단지역,2026-05-04 18:00,보통
2026-05-04 02:14,가산디지털단지역,2026-05-04 19:00,보통
2026-05-04 02:14,가산디지털단지역,2026-05-04 20:00,여유
2026-05-04 02:14,가산디지털단지역,2026-05-04 21:00,여유
2026-05-04 02:14,가산디지털단지역,2026-05-04 22:00,여유
2026-05-04 02:14,가산디지털단지역,2026-05-04 23:00,여유
2026-05-04 02:14,강남역,2026-05-04 12:00,약간 붐빔
2026-05-04 02:14,강남역,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,강남역,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,강남역,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,강남역,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,강남역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,강남역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,강남역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,강남역,2026-05-04 20:00,보통
2026-05-04 02:14,강남역,2026-05-04 21:00,보통
2026-05-04 02:14,강남역,2026-05-04 22:00,여유
2026-05-04 02:14,강남역,2026-05-04 23:00,여유
2026-05-04 02:14,건대입구역,2026-05-04 12:00,여유
2026-05-04 02:14,건대입구역,2026-05-04 13:00,보통
2026-05-04 02:14,건대입구역,2026-05-04 14:00,보통
2026-05-04 02:14,건대입구역,2026-05-04 15:00,보통
2026-05-04 02:14,건대입구역,2026-05-04 16:00,보통
2026-05-04 02:14,건대입구역,2026-05-04 17:00,보통
2026-05-04 02:14,건대입구역,2026-05-04 18:00,보통
2026-05-04 02:14,건대입구역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,건대입구역,2026-05-04 20:00,약간 붐빔
2026-05-04 02:14,건대입구역,2026-05-04 21:00,보통
2026-05-04 02:14,건대입구역,2026-05-04 22:00,보통
2026-05-04 02:14,건대입구역,2026-05-04 23:00,보통
2026-05-04 02:14,고덕역,2026-05-04 12:00,보통
2026-05-04 02:14,고덕역,2026-05-04 13:00,보통
2026-05-04 02:14,고덕역,2026-05-04 14:00,보통
2026-05-04 02:14,고덕역,2026-05-04 15:00,보통
2026-05-04 02:14,고덕역,2026-05-04 16:00,보통
2026-05-04 02:14,고덕역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,고덕역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,고덕역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,고덕역,2026-05-04 20:00,약간 붐빔
2026-05-04 02:14,고덕역,2026-05-04 21:00,보통
2026-05-04 02:14,고덕역,2026-05-04 22:00,보통
2026-05-04 02:14,고덕역,2026-05-04 23:00,여유
2026-05-04 02:14,고속터미널역,2026-05-04 12:00,보통
2026-05-04 02:14,고속터미널역,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,고속터미널역,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,고속터미널역,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,고속터미널역,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,고속터미널역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,고속터미널역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,고속터미널역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,고속터미널역,2026-05-04 20:00,보통
2026-05-04 02:14,고속터미널역,2026-05-04 21:00,여유
2026-05-04 02:14,고속터미널역,2026-05-04 22:00,여유
2026-05-04 02:14,고속터미널역,2026-05-04 23:00,여유
2026-05-04 02:14,교대역,2026-05-04 12:00,약간 붐빔
2026-05-04 02:14,교대역,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,교대역,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,교대역,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,교대역,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,교대역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,교대역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,교대역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,교대역,2026-05-04 20:00,보통
2026-05-04 02:14,교대역,2026-05-04 21:00,보통
2026-05-04 02:14,교대역,2026-05-04 22:00,여유
2026-05-04 02:14,교대역,2026-05-04 23:00,여유
2026-05-04 02:14,구로디지털단지역,2026-05-04 12:00,약간 붐빔
2026-05-04 02:14,구로디지털단지역,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,구로디지털단지역,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,구로디지털단지역,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,구로디지털단지역,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,구로디지털단지역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,구로디지털단지역,2026-05-04 18:00,보통
2026-05-04 02:14,구로디지털단지역,2026-05-04 19:00,보통
2026-05-04 02:14,구로디지털단지역,2026-05-04 20:00,여유
2026-05-04 02:14,구로디지털단지역,2026-05-04 21:00,여유
2026-05-04 02:14,구로디지털단지역,2026-05-04 22:00,여유
2026-05-04 02:14,구로디지털단지역,2026-05-04 23:00,여유
2026-05-04 02:14,구로역,2026-05-04 12:00,보통
2026-05-04 02:14,구로역,2026-05-04 13:00,보통
2026-05-04 02:14,구로역,2026-05-04 14:00,보통
2026-05-04 02:14,구로역,2026-05-04 15:00,보통
2026-05-04 02:14,구로역,2026-05-04 16:00,보통
2026-05-04 02:14,구로역,2026-05-04 17:00,보통
2026-05-04 02:14,구로역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,구로역,2026-05-04 19:00,붐빔
2026-05-04 02:14,구로역,2026-05-04 20:00,보통
2026-05-04 02:14,구로역,2026-05-04 21:00,여유
2026-05-04 02:14,구로역,2026-05-04 22:00,여유
2026-05-04 02:14,구로역,2026-05-04 23:00,여유
2026-05-04 02:14,군자역,2026-05-04 12:00,여유
2026-05-04 02:14,군자역,2026-05-04 13:00,여유
2026-05-04 02:14,군자역,2026-05-04 14:00,여유
2026-05-04 02:14,군자역,2026-05-04 15:00,여유
2026-05-04 02:14,군자역,2026-05-04 16:00,여유
2026-05-04 02:14,군자역,2026-05-04 17:00,보통
2026-05-04 02:14,군자역,2026-05-04 18:00,보통
2026-05-04 02:14,군자역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,군자역,2026-05-04 20:00,약간 붐빔
2026-05-04 02:14,군자역,2026-05-04 21:00,보통
2026-05-04 02:14,군자역,2026-05-04 22:00,보통
2026-05-04 02:14,군자역,2026-05-04 23:00,여유
2026-05-04 02:14,대림역,2026-05-04 12:00,여유
2026-05-04 02:14,대림역,2026-05-04 13:00,여유
2026-05-04 02:14,대림역,2026-05-04 14:00,여유
2026-05-04 02:14,대림역,2026-05-04 15:00,여유
2026-05-04 02:14,대림역,2026-05-04 16:00,여유
2026-05-04 02:14,대림역,2026-05-04 17:00,여유
2026-05-04 02:14,대림역,2026-05-04 18:00,여유
2026-05-04 02:14,대림역,2026-05-04 19:00,붐빔
2026-05-04 02:14,대림역,2026-05-04 20:00,약간 붐빔
2026-05-04 02:14,대림역,2026-05-04 21:00,약간 붐빔
2026-05-04 02:14,대림역,2026-05-04 22:00,약간 붐빔
2026-05-04 02:14,대림역,2026-05-04 23:00,약간 붐빔
2026-05-04 02:14,동대문역,2026-05-04 12:00,약간 붐빔
2026-05-04 02:14,동대문역,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,동대문역,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,동대문역,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,동대문역,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,동대문역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,동대문역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,동대문역,2026-05-04 19:00,보통
2026-05-04 02:14,동대문역,2026-05-04 20:00,여유
2026-05-04 02:14,동대문역,2026-05-04 21:00,여유
2026-05-04 02:14,동대문역,2026-05-04 22:00,여유
2026-05-04 02:14,동대문역,2026-05-04 23:00,여유
2026-05-04 02:14,뚝섬역,2026-05-04 12:00,약간 붐빔
2026-05-04 02:14,뚝섬역,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,뚝섬역,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,뚝섬역,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,뚝섬역,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,뚝섬역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,뚝섬역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,뚝섬역,2026-05-04 19:00,보통
2026-05-04 02:14,뚝섬역,2026-05-04 20:00,보통
2026-05-04 02:14,뚝섬역,2026-05-04 21:00,여유
2026-05-04 02:14,뚝섬역,2026-05-04 22:00,여유
2026-05-04 02:14,뚝섬역,2026-05-04 23:00,여유
2026-05-04 02:14,미아사거리역,2026-05-04 12:00,보통
2026-05-04 02:14,미아사거리역,2026-05-04 13:00,보통
2026-05-04 02:14,미아사거리역,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,미아사거리역,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,미아사거리역,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,미아사거리역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,미아사거리역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,미아사거리역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,미아사거리역,2026-05-04 20:00,약간 붐빔
2026-05-04 02:14,미아사거리역,2026-05-04 21:00,보통
2026-05-04 02:14,미아사거리역,2026-05-04 22:00,여유
2026-05-04 02:14,미아사거리역,2026-05-04 23:00,여유
2026-05-04 02:14,발산역,2026-05-04 12:00,보통
2026-05-04 02:14,발산역,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,발산역,2026-05-04 14:00,보통
2026-05-04 02:14,발산역,2026-05-04 15:00,보통
2026-05-04 02:14,발산역,2026-05-04 16:00,보통
2026-05-04 02:14,발산역,2026-05-04 17:00,보통
2026-05-04 02:14,발산역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,발산역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,발산역,2026-05-04 20:00,보통
2026-05-04 02:14,발산역,2026-05-04 21:00,보통
2026-05-04 02:14,발산역,2026-05-04 22:00,여유
2026-05-04 02:14,발산역,2026-05-04 23:00,여유
2026-05-04 02:14,사당역,2026-05-04 12:00,여유
2026-05-04 02:14,사당역,2026-05-04 13:00,여유
2026-05-04 02:14,사당역,2026-05-04 14:00,여유
2026-05-04 02:14,사당역,2026-05-04 15:00,여유
2026-05-04 02:14,사당역,2026-05-04 16:00,여유
2026-05-04 02:14,사당역,2026-05-04 17:00,여유
2026-05-04 02:14,사당역,2026-05-04 18:00,보통
2026-05-04 02:14,사당역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,사당역,2026-05-04 20:00,약간 붐빔
2026-05-04 02:14,사당역,2026-05-04 21:00,보통
2026-05-04 02:14,사당역,2026-05-04 22:00,보통
2026-05-04 02:14,사당역,2026-05-04 23:00,여유
2026-05-04 02:14,삼각지역,2026-05-04 12:00,보통
2026-05-04 02:14,삼각지역,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,삼각지역,2026-05-04 14:00,보통
2026-05-04 02:14,삼각지역,2026-05-04 15:00,보통
2026-05-04 02:14,삼각지역,2026-05-04 16:00,보통
2026-05-04 02:14,삼각지역,2026-05-04 17:00,보통
2026-05-04 02:14,삼각지역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,삼각지역,2026-05-04 19:00,붐빔
2026-05-04 02:14,삼각지역,2026-05-04 20:00,보통
2026-05-04 02:14,삼각지역,2026-05-04 21:00,보통
2026-05-04 02:14,삼각지역,2026-05-04 22:00,여유
2026-05-04 02:14,삼각지역,2026-05-04 23:00,여유
2026-05-04 02:14,서울대입구역,2026-05-04 12:00,여유
2026-05-04 02:14,서울대입구역,2026-05-04 13:00,보통
2026-05-04 02:14,서울대입구역,2026-05-04 14:00,보통
2026-05-04 02:14,서울대입구역,2026-05-04 15:00,보통
2026-05-04 02:14,서울대입구역,2026-05-04 16:00,보통
2026-05-04 02:14,서울대입구역,2026-05-04 17:00,보통
2026-05-04 02:14,서울대입구역,2026-05-04 18:00,보통
2026-05-04 02:14,서울대입구역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,서울대입구역,2026-05-04 20:00,약간 붐빔
2026-05-04 02:14,서울대입구역,2026-05-04 21:00,보통
2026-05-04 02:14,서울대입구역,2026-05-04 22:00,보통
2026-05-04 02:14,서울대입구역,2026-05-04 23:00,여유
2026-05-04 02:14,서울식물원·마곡나루역,2026-05-04 12:00,여유
2026-05-04 02:14,서울식물원·마곡나루역,2026-05-04 13:00,여유
2026-05-04 02:14,서울식물원·마곡나루역,2026-05-04 14:00,보통
2026-05-04 02:14,서울식물원·마곡나루역,2026-05-04 15:00,보통
2026-05-04 02:14,서울식물원·마곡나루역,2026-05-04 16:00,보통
2026-05-04 02:14,서울식물원·마곡나루역,2026-05-04 17:00,보통
2026-05-04 02:14,서울식물원·마곡나루역,2026-05-04 18:00,여유
2026-05-04 02:14,서울식물원·마곡나루역,2026-05-04 19:00,여유
2026-05-04 02:14,서울식물원·마곡나루역,2026-05-04 20:00,여유
2026-05-04 02:14,서울식물원·마곡나루역,2026-05-04 21:00,여유
2026-05-04 02:14,서울식물원·마곡나루역,2026-05-04 22:00,여유
2026-05-04 02:14,서울식물원·마곡나루역,2026-05-04 23:00,여유
2026-05-04 02:14,서울역,2026-05-04 12:00,약간 붐빔
2026-05-04 02:14,서울역,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,서울역,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,서울역,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,서울역,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,서울역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,서울역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,서울역,2026-05-04 19:00,보통
2026-05-04 02:14,서울역,2026-05-04 20:00,여유
2026-05-04 02:14,서울역,2026-05-04 21:00,여유
2026-05-04 02:14,서울역,2026-05-04 22:00,여유
2026-05-04 02:14,서울역,2026-05-04 23:00,여유
2026-05-04 02:14,선릉역,2026-05-04 12:00,약간 붐빔
2026-05-04 02:14,선릉역,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,선릉역,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,선릉역,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,선릉역,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,선릉역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,선릉역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,선릉역,2026-05-04 19:00,보통
2026-05-04 02:14,선릉역,2026-05-04 20:00,여유
2026-05-04 02:14,선릉역,2026-05-04 21:00,여유
2026-05-04 02:14,선릉역,2026-05-04 22:00,여유
2026-05-04 02:14,선릉역,2026-05-04 23:00,여유
2026-05-04 02:14,성신여대입구역,2026-05-04 12:00,여유
2026-05-04 02:14,성신여대입구역,2026-05-04 13:00,여유
2026-05-04 02:14,성신여대입구역,2026-05-04 14:00,여유
2026-05-04 02:14,성신여대입구역,2026-05-04 15:00,여유
2026-05-04 02:14,성신여대입구역,2026-05-04 16:00,보통
2026-05-04 02:14,성신여대입구역,2026-05-04 17:00,보통
2026-05-04 02:14,성신여대입구역,2026-05-04 18:00,보통
2026-05-04 02:14,성신여대입구역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,성신여대입구역,2026-05-04 20:00,약간 붐빔
2026-05-04 02:14,성신여대입구역,2026-05-04 21:00,보통
2026-05-04 02:14,성신여대입구역,2026-05-04 22:00,보통
2026-05-04 02:14,성신여대입구역,2026-05-04 23:00,여유
2026-05-04 02:14,수유역,2026-05-04 13:00,여유
2026-05-04 02:14,수유역,2026-05-04 14:00,보통
2026-05-04 02:14,수유역,2026-05-04 15:00,보통
2026-05-04 02:14,수유역,2026-05-04 16:00,보통
2026-05-04 02:14,수유역,2026-05-04 17:00,보통
2026-05-04 02:14,수유역,2026-05-04 18:00,보통
2026-05-04 02:14,수유역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,수유역,2026-05-04 20:00,약간 붐빔
2026-05-04 02:14,수유역,2026-05-04 21:00,약간 붐빔
2026-05-04 02:14,수유역,2026-05-04 22:00,보통
2026-05-04 02:14,수유역,2026-05-04 23:00,여유
2026-05-04 02:14,신논현역·논현역,2026-05-04 12:00,약간 붐빔
2026-05-04 02:14,신논현역·논현역,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,신논현역·논현역,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,신논현역·논현역,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,신논현역·논현역,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,신논현역·논현역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,신논현역·논현역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,신논현역·논현역,2026-05-04 19:00,붐빔
2026-05-04 02:14,신논현역·논현역,2026-05-04 20:00,약간 붐빔
2026-05-04 02:14,신논현역·논현역,2026-05-04 21:00,보통
2026-05-04 02:14,신논현역·논현역,2026-05-04 22:00,여유
2026-05-04 02:14,신논현역·논현역,2026-05-04 23:00,여유
2026-05-04 02:14,신도림역,2026-05-04 12:00,보통
2026-05-04 02:14,신도림역,2026-05-04 13:00,보통
2026-05-04 02:14,신도림역,2026-05-04 14:00,보통
2026-05-04 02:14,신도림역,2026-05-04 15:00,보통
2026-05-04 02:14,신도림역,2026-05-04 16:00,보통
2026-05-04 02:14,신도림역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,신도림역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,신도림역,2026-05-04 19:00,붐빔
2026-05-04 02:14,신도림역,2026-05-04 20:00,약간 붐빔
2026-05-04 02:14,신도림역,2026-05-04 21:00,보통
2026-05-04 02:14,신도림역,2026-05-04 22:00,여유
2026-05-04 02:14,신도림역,2026-05-04 23:00,여유
2026-05-04 02:14,신림역,2026-05-04 12:00,여유
2026-05-04 02:14,신림역,2026-05-04 13:00,여유
2026-05-04 02:14,신림역,2026-05-04 14:00,여유
2026-05-04 02:14,신림역,2026-05-04 15:00,여유
2026-05-04 02:14,신림역,2026-05-04 16:00,여유
2026-05-04 02:14,신림역,2026-05-04 17:00,여유
2026-05-04 02:14,신림역,2026-05-04 18:00,보통
2026-05-04 02:14,신림역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,신림역,2026-05-04 20:00,약간 붐빔
2026-05-04 02:14,신림역,2026-05-04 21:00,약간 붐빔
2026-05-04 02:14,신림역,2026-05-04 22:00,보통
2026-05-04 02:14,신림역,2026-05-04 23:00,여유
2026-05-04 02:14,신촌·이대역,2026-05-04 12:00,보통
2026-05-04 02:14,신촌·이대역,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,신촌·이대역,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,신촌·이대역,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,신촌·이대역,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,신촌·이대역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,신촌·이대역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,신촌·이대역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,신촌·이대역,2026-05-04 20:00,약간 붐빔
2026-05-04 02:14,신촌·이대역,2026-05-04 21:00,약간 붐빔
2026-05-04 02:14,신촌·이대역,2026-05-04 22:00,보통
2026-05-04 02:14,신촌·이대역,2026-05-04 23:00,보통
2026-05-04 02:14,양재역,2026-05-04 12:00,약간 붐빔
2026-05-04 02:14,양재역,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,양재역,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,양재역,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,양재역,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,양재역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,양재역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,양재역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,양재역,2026-05-04 20:00,보통
2026-05-04 02:14,양재역,2026-05-04 21:00,여유
2026-05-04 02:14,양재역,2026-05-04 22:00,여유
2026-05-04 02:14,양재역,2026-05-04 23:00,여유
2026-05-04 02:14,역삼역,2026-05-04 12:00,약간 붐빔
2026-05-04 02:14,역삼역,2026-05-04 13:00,약간 붐빔
2026-05-04 02:14,역삼역,2026-05-04 14:00,약간 붐빔
2026-05-04 02:14,역삼역,2026-05-04 15:00,약간 붐빔
2026-05-04 02:14,역삼역,2026-05-04 16:00,약간 붐빔
2026-05-04 02:14,역삼역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,역삼역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,역삼역,2026-05-04 19:00,보통
2026-05-04 02:14,역삼역,2026-05-04 20:00,여유
2026-05-04 02:14,역삼역,2026-05-04 21:00,여유
2026-05-04 02:14,역삼역,2026-05-04 22:00,여유
2026-05-04 02:14,역삼역,2026-05-04 23:00,여유
2026-05-04 02:14,연신내역,2026-05-04 12:00,보통
2026-05-04 02:14,연신내역,2026-05-04 13:00,보통
2026-05-04 02:14,연신내역,2026-05-04 14:00,보통
2026-05-04 02:14,연신내역,2026-05-04 15:00,보통
2026-05-04 02:14,연신내역,2026-05-04 16:00,보통
2026-05-04 02:14,연신내역,2026-05-04 17:00,약간 붐빔
2026-05-04 02:14,연신내역,2026-05-04 18:00,약간 붐빔
2026-05-04 02:14,연신내역,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,연신내역,2026-05-04 20:00,약간 붐빔
2026-05-04 02:14,연신내역,2026-05-04 21:00,보통
2026-05-04 02:14,연신내역,2026-05-04 22:00,보통
2026-05-04 02:14,연신내역,2026-05-04 23:00,여유
2026-05-04 02:14,오목교역·목동운동장,2026-05-04 12:00,여유
2026-05-04 02:14,오목교역·목동운동장,2026-05-04 13:00,여유
2026-05-04 02:14,오목교역·목동운동장,2026-05-04 14:00,여유
2026-05-04 02:14,오목교역·목동운동장,2026-05-04 15:00,여유
2026-05-04 02:14,오목교역·목동운동장,2026-05-04 16:00,여유
2026-05-04 02:14,오목교역·목동운동장,2026-05-04 17:00,보통
2026-05-04 02:14,오목교역·목동운동장,2026-05-04 18:00,보통
2026-05-04 02:14,오목교역·목동운동장,2026-05-04 19:00,약간 붐빔
2026-05-04 02:14,오목교역·목동운동장,2026-05-04 20:00,약간 붐빔
